simulation_id,input_sha256,old_failure_category,old_failure_message,old_stage,old_phase,old_scenario_id,old_scenario_identity,solver_status,solver_termination,replay_status,replay_diagnostic,audit_kind,audit_scenario_id,audit_scenario_identity,validation_exception,budget_residual,objective_epigraph_label,objective_epigraph_reference,objective_epigraph_absolute_violation,objective_epigraph_relative_violation,budget_label,budget_reference,budget_absolute_violation,budget_relative_violation,quantity_nonnegative_label,quantity_nonnegative_reference,quantity_nonnegative_absolute_violation,quantity_nonnegative_relative_violation,fulfillment_capacity_label,fulfillment_capacity_reference,fulfillment_capacity_absolute_violation,fulfillment_capacity_relative_violation,demand_flow_label,demand_flow_reference,demand_flow_absolute_violation,demand_flow_relative_violation,other_model_constraint_label,other_model_constraint_reference,other_model_constraint_absolute_violation,other_model_constraint_relative_violation
LA-0934,3e99079f343295d1a192f27492c09e07f91cee4dd524309416e4f2fb7aadb9a2,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1179114007.5773697,2.384185791015625e-07,2.0220146446349313e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0937,ffd2d36be4dcc2e05fd1633983973b3a1ed3bf998e70ffb805a202a18fe06cd5,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1194774318.6747673,2.384185791015625e-07,1.995511414791826e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0940,632f1a0f541abb9eb174adb23ec4da436b4ea64bed42e5bce0f806a045033b38,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1200408320.4988916,2.384185791015625e-07,1.986145672519792e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0946,5f9ba22a7c27af2e17dad826cae0fc9a840b227da627e537daef020aa6c5cec6,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1217929241.3151076,2.384185791015625e-07,1.9575733221095879e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0960,e3d94ee27cd33338115fd602d837e8d2d64d2a8da4e1267513c9b9093f14eb2d,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1215076158.721388,2.384185791015625e-07,1.962169839234175e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0969,3a1901d8fbe570c7d6bb69127cc65874b5638c3064850b927ea651061553c553,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,3.725290298461914e-09,worst_loss[h09],1232147269.135086,2.384185791015625e-07,1.9349844379310437e-16,scenario_budget[h09],18146405.511449322,3.725290298461914e-09,2.0529081068487494e-16,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0978,4d8164fe0a8b7af6b958f7b5b0ebcc8dd1c2517306e5e8633b7304becf246e7b,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1191595706.7166445,2.384185791015625e-07,2.0008344924177982e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",70000000.0,0.0,0.0,"demand_balance[Water,h01]",350000.0,0.0,0.0,one_reliability_level[Water],1.0,0.0,0.0
LA-0979,16cb21790d3fb180d4c2faca1b6ef758dcc26f033e88bba73fd3c7a446628f2e,oracle_failure,Memory exact evaluation failed,exact_oracle,memory,h19,aac3efab18a9cc2e5f00e8239329208548f7e93a643557734e331ecd71450a79,warning,infeasible,oracle_failure,Memory exact evaluation failed,exact_recourse,h19,aac3efab18a9cc2e5f00e8239329208548f7e93a643557734e331ecd71450a79,unavailable,-13282779.54925518,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10816979.429457793,0.0,0.0,demand_balance[Water],70000000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0992,ceb7d7c74aae097df541d1874abfeaba4614079002b0d73bdea8a057f9398829,oracle_failure,Full exact certification was incomplete,exact_oracle,full_exact_certification,h09,dd280c30e0f0ccdd1402349862634a2857a22e9b077a768c14d7f11de0f5e410,warning,infeasible,oracle_failure,Full exact certification was incomplete,exact_recourse,h09,dd280c30e0f0ccdd1402349862634a2857a22e9b077a768c14d7f11de0f5e410,unavailable,-12458004.280097917,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,1.0,0.0,0.0,exercise_limit[Water],10400000.0,0.0,0.0,demand_balance[Water],10400000.0,0.0,0.0,unavailable,1.0,0.0,0.0
LA-0996,a5b9b742775224edfa4c03a26466f90ad468c07f13e3a2416dd5615acef85069,ValueError,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,Q-F-R invariant failed: worst-loss epigraph for h09,restricted_master,unavailable,unavailable,ValueError: Q-F-R invariant failed: worst-loss epigraph for h09,0.0,worst_loss[h09],1214941945.497619,2.384185791015625e-07,1.962386597854356e-16,scenario_budget[h01],18146405.511449322,0.0,0.0,Q[Water] lower,1.0,0.0,0.0,"capacity_link[Water,0]",1.0,0.0,0.0,"demand_balance[Seasonal Influenza Vaccine,h09]",9557344.06438629,1.862645149230957e-09,1.948915029826923e-16,one_reliability_level[Water],1.0,0.0,0.0
LA-0997,e7607e8145e6de5781dc70ca788cd01cc03746672b89a1f1e14a78dddfe511d7,ValueError,exact recourse violates Q-F-R constraints,exact_recourse_validation,unavailable,unavailable,unavailable,optimal_loaded_solution,optimal,exception,exact recourse violates Q-F-R constraints,exact_recourse,h09,d5a20d650a2f736c527fc04b94d1c7770b0e760b275ad9b4795a74c015ac5267,ValueError: exact recourse violates Q-F-R constraints,0.0,unavailable,1.0,0.0,0.0,fixed_total_budget,18146405.511449322,0.0,0.0,exercise[Water] nonnegative,218789.83603671083,0.0,0.0,exercise_limit[Water],510229.5144164901,0.0,0.0,demand_balance[Crackers],1862000000.0,2.384185791015625e-07,1.28044349678605e-16,unavailable,1.0,0.0,0.0
